Scheme Code;Scheme Name;NAV;Date;Posting Message
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.8214;02-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.8496;03-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.8979;04-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.8452;07-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.7927;08-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.7955;09-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.7381;10-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.6781;11-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.6475;14-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.7869;15-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.8201;16-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.8630;17-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.8032;18-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.9354;21-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.0177;22-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.0864;23-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.0994;24-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.0183;25-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.9648;28-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.8997;30-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.9483;31-Jul-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.8963;01-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.9221;04-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.6213;05-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.5061;06-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.5381;07-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.5224;08-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.6295;11-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.5887;12-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.7206;13-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.8416;14-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.8874;19-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.0690;20-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.0619;21-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.0319;22-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.9582;25-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.9541;26-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;36.9975;27-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.0138;28-Aug-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.0258;01-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.0727;02-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.1057;03-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.0801;04-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.1186;05-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.1890;08-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.1602;09-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.1102;10-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.1977;11-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.2148;12-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.2765;15-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.2859;16-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.3158;17-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.4748;18-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.4804;19-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.5311;22-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.4878;23-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.4816;24-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.4865;25-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.5661;26-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.4908;29-Sep-2014;Data inserted successfully into database
120533;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan;37.4514;30-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.6353;02-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.6632;03-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.7111;04-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.6581;07-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.6056;08-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.6082;09-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.5509;10-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.4910;11-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.4599;14-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.5984;15-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.6313;16-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.6737;17-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.6141;18-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.7449;21-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.8266;22-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.8948;23-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.9075;24-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.8267;25-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.7728;28-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.7077;30-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.7558;31-Jul-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.7038;01-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.7289;04-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.4295;05-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.3147;06-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.3464;07-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.3305;08-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.4365;11-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.3957;12-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.5267;13-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.6468;14-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.6914;19-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.8719;20-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.8646;21-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.8346;22-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.7606;25-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.7563;26-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.7993;27-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.8153;28-Aug-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.8265;01-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.8729;02-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.9055;03-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.8798;04-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.9180;05-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.9874;08-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.9585;09-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.9086;10-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;36.9954;11-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;37.0122;12-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;37.0729;15-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;37.0821;16-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;37.1116;17-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;37.2696;18-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;37.2749;19-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;37.3247;22-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;37.2815;23-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;37.2751;24-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;37.2797;25-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;37.3587;26-Sep-2014;Data inserted successfully into database
103188;Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan;37.2833;29-Sep-2014;Data inserted successfully into database
