scode,sname,nav,date
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.8563,4-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.8569,5-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.8609,6-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.8631,7-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.863,8-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.858,11-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.8563,12-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.8536,13-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.8527,14-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.8495,15-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.6537,18-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.6542,19-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.6456,20-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.6389,21-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.6406,22-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.6412,26-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.6445,27-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.6121,28-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.6346,29-Dec-17
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.6406,1-Jan-18
129009,Franklin India Banking & PSU Debt Fund - Direct - Dividend,10.6345,2-Jan-18
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.7273,4-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.728,5-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.7331,6-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.7358,7-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.7357,8-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.7295,11-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.7273,12-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.7239,13-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.7227,14-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.7187,15-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.724,18-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.7247,19-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.7136,20-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.705,21-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.7072,22-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.708,26-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.7121,27-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.6705,28-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.6995,29-Dec-17
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.7072,1-Jan-18
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,13.6993,2-Jan-18
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.6519,4-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.6523,5-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.6561,6-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.6581,7-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.6579,8-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.6527,11-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.6509,12-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.6482,13-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.6471,14-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.6439,15-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.4476,18-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.448,19-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.4395,20-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.4328,21-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.4344,22-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.4345,26-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.4376,27-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.4057,28-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.4277,29-Dec-17
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.4332,1-Jan-18
129007,Franklin India Banking & PSU Debt Fund - Dividend,10.4271,2-Jan-18
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4834,4-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.484,5-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4888,6-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4914,7-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4911,8-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4845,11-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4822,12-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4788,13-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4774,14-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4733,15-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4781,18-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4786,19-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4676,20-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4589,21-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.461,22-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4611,26-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4651,27-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.424,28-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4523,29-Dec-17
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4595,1-Jan-18
129006,Franklin India Banking & PSU Debt Fund - Growth,13.4516,2-Jan-18
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.9253,4-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.926,5-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.9296,6-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.9333,7-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.9375,8-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.9355,11-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.934,12-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.9313,13-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.9293,14-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.9271,15-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.7143,18-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.717,19-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.7121,20-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.7056,21-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.7074,22-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.713,26-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.7134,27-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.7059,28-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.7196,29-Dec-17
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.7335,1-Jan-18
118552,Franklin India Corporate Bond Opportunities Fund - Direct - Dividend,11.7365,2-Jan-18
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4091,4-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4101,5-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4157,6-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4214,7-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4278,8-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4247,11-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4223,12-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4182,13-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4152,14-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4117,15-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4228,18-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.427,19-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4194,20-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4092,21-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.412,22-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4208,26-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4213,27-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4095,28-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4311,29-Dec-17
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4528,1-Jan-18
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,18.4577,2-Jan-18
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.3283,4-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.3287,5-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.3319,6-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.3351,7-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.3389,8-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.3363,11-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.3346,12-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.3319,13-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.3298,14-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.3274,15-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.1135,18-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.1158,19-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.111,20-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.1046,21-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.1061,22-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.1104,26-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.1105,27-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.1031,28-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.1159,29-Dec-17
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.1283,1-Jan-18
116154,Franklin India Corporate Bond Opportunities Fund - Dividend,11.131,2-Jan-18
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6681,4-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6688,5-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6738,6-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6788,7-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6847,8-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6806,11-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.678,12-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6737,13-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6704,14-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6667,15-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6763,18-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.68,19-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6723,20-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6621,21-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6644,22-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6714,26-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6715,27-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6598,28-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6802,29-Dec-17
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.6998,1-Jan-18
116153,Franklin India Corporate Bond Opportunities Fund - Growth,17.7041,2-Jan-18
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.5912,4-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.5919,5-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.5953,6-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.5993,7-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.605,8-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.6018,11-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.5999,12-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.596,13-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.594,14-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.5918,15-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.3735,18-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.377,19-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.3716,20-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.3648,21-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.3657,22-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.3724,26-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.3738,27-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.3643,28-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.3778,29-Dec-17
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.3927,1-Jan-18
118496,Franklin India Dynamic Accrual Fund - Direct - Dividend,12.3961,2-Jan-18
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.4433,4-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.447,5-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.464,6-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.4834,7-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.5116,8-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.4961,11-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.4863,12-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.4672,13-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.4572,14-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.4466,15-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.4793,18-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.497,19-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.4698,20-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.4354,21-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.4403,22-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.4739,26-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.481,27-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.4327,28-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.5013,29-Dec-17
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.5764,1-Jan-18
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,62.5936,2-Jan-18
100498,Franklin India Dynamic Accrual Fund-Dividend,12.0251,4-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,12.0254,5-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,12.0284,6-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,12.0318,7-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,12.0369,8-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,12.033,11-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,12.0308,12-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,12.0268,13-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,12.0245,14-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,12.0222,15-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,11.8025,18-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,11.8055,19-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,11.8001,20-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,11.7933,21-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,11.7939,22-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,11.799,26-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,11.8001,27-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,11.7906,28-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,11.8033,29-Dec-17
100498,Franklin India Dynamic Accrual Fund-Dividend,11.8165,1-Jan-18
100498,Franklin India Dynamic Accrual Fund-Dividend,11.8195,2-Jan-18
100499,Franklin India Dynamic Accrual Fund-Growth,60.1117,4-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.1137,5-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.1285,6-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.1456,7-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.1711,8-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.1513,11-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.1403,12-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.1203,13-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.1091,14-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.0973,15-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.124,18-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.1394,19-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.1117,20-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.077,21-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.0802,22-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.1062,26-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.1115,27-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.0635,28-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.1279,29-Dec-17
100499,Franklin India Dynamic Accrual Fund-Growth,60.1955,1-Jan-18
100499,Franklin India Dynamic Accrual Fund-Growth,60.2104,2-Jan-18
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.053,4-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0504,5-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0588,6-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0654,7-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0741,8-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0706,11-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0695,12-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0635,13-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0586,14-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0551,15-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0658,18-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0693,19-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0598,20-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0494,21-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0517,22-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0617,26-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0621,27-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0471,28-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0683,29-Dec-17
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0918,1-Jan-18
118570,Franklin India INCOME BUILDER ACCOUNT - Direct - ANNUAL DIVIDEND,19.0966,2-Jan-18
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.269,4-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.2608,5-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.288,6-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.3095,7-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.338,8-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.3266,11-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.3228,12-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.3034,13-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.2871,14-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.2759,15-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.3106,18-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.3222,19-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.2909,20-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.2569,21-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.2645,22-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.2971,26-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.2985,27-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.2495,28-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.3186,29-Dec-17
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.3954,1-Jan-18
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,62.4111,2-Jan-18
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.946,4-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.944,5-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9506,6-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9558,7-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9626,8-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.96,11-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9591,12-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9544,13-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9506,14-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9479,15-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9563,18-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9591,19-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9516,20-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9435,21-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9453,22-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9532,26-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9536,27-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9418,28-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9585,29-Dec-17
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.977,1-Jan-18
118573,Franklin India INCOME BUILDER ACCOUNT - Direct - HALF YEARLY DIVIDEND,14.9808,2-Jan-18
118571,Franklin India INCOME BUILDER ACCOUNT - Direct - MONTHLY DIVIDEND,16.7732,4-Dec-17
