scode,sname,nav,date
103360,Franklin India Smaller Companies Fund-Growth,60.9938,15-Dec-17
103360,Franklin India Smaller Companies Fund-Growth,61.2905,18-Dec-17
103360,Franklin India Smaller Companies Fund-Growth,61.8596,19-Dec-17
103360,Franklin India Smaller Companies Fund-Growth,62.1857,20-Dec-17
103360,Franklin India Smaller Companies Fund-Growth,62.7647,21-Dec-17
103360,Franklin India Smaller Companies Fund-Growth,63.0739,22-Dec-17
103360,Franklin India Smaller Companies Fund-Growth,63.0719,26-Dec-17
103360,Franklin India Smaller Companies Fund-Growth,63.2043,27-Dec-17
103360,Franklin India Smaller Companies Fund-Growth,63.2482,28-Dec-17
103360,Franklin India Smaller Companies Fund-Growth,63.5574,29-Dec-17
103360,Franklin India Smaller Companies Fund-Growth,63.4013,1-Jan-18
103360,Franklin India Smaller Companies Fund-Growth,63.0113,2-Jan-18
118536,Franklin India Technology Fund - Direct - Dividend,22.5088,1-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,22.5731,4-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,22.5989,5-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,22.711,6-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,22.8939,7-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,22.8896,8-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,23.0799,11-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,23.0618,12-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,22.9941,13-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,23.0794,14-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,23.0603,15-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,23.1299,18-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,23.0671,19-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,23.0824,20-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,23.2426,21-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,23.3949,22-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,23.3286,26-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,23.3725,27-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,23.4201,28-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,23.5845,29-Dec-17
118536,Franklin India Technology Fund - Direct - Dividend,23.437,1-Jan-18
118536,Franklin India Technology Fund - Direct - Dividend,23.5653,2-Jan-18
118537,Franklin India Technology Fund - Direct - Growth,129.5987,1-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,129.9697,4-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,130.119,5-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,130.7646,6-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,131.8182,7-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,131.7934,8-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,132.8903,11-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,132.7867,12-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,132.3973,13-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,132.8889,14-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,132.779,15-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,133.1811,18-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,132.8199,19-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,132.9079,20-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,133.8306,21-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,134.7081,22-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,134.3277,26-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,134.581,27-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,134.8557,28-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,135.8023,29-Dec-17
118537,Franklin India Technology Fund - Direct - Growth,134.9543,1-Jan-18
118537,Franklin India Technology Fund - Direct - Growth,135.693,2-Jan-18
100521,Franklin India Technology Fund-Dividend,21.836,1-Dec-17
100521,Franklin India Technology Fund-Dividend,21.8975,4-Dec-17
100521,Franklin India Technology Fund-Dividend,21.9224,5-Dec-17
100521,Franklin India Technology Fund-Dividend,22.0308,6-Dec-17
100521,Franklin India Technology Fund-Dividend,22.208,7-Dec-17
100521,Franklin India Technology Fund-Dividend,22.2034,8-Dec-17
100521,Franklin India Technology Fund-Dividend,22.3872,11-Dec-17
100521,Franklin India Technology Fund-Dividend,22.3694,12-Dec-17
100521,Franklin India Technology Fund-Dividend,22.3034,13-Dec-17
100521,Franklin India Technology Fund-Dividend,22.3859,14-Dec-17
100521,Franklin India Technology Fund-Dividend,22.367,15-Dec-17
100521,Franklin India Technology Fund-Dividend,22.4336,18-Dec-17
100521,Franklin India Technology Fund-Dividend,22.3724,19-Dec-17
100521,Franklin India Technology Fund-Dividend,22.3868,20-Dec-17
100521,Franklin India Technology Fund-Dividend,22.5419,21-Dec-17
100521,Franklin India Technology Fund-Dividend,22.6893,22-Dec-17
100521,Franklin India Technology Fund-Dividend,22.6239,26-Dec-17
100521,Franklin India Technology Fund-Dividend,22.6662,27-Dec-17
100521,Franklin India Technology Fund-Dividend,22.7121,28-Dec-17
100521,Franklin India Technology Fund-Dividend,22.8711,29-Dec-17
100521,Franklin India Technology Fund-Dividend,22.7272,1-Jan-18
100521,Franklin India Technology Fund-Dividend,22.8513,2-Jan-18
100522,Franklin India Technology Fund-Growth,126.0667,1-Dec-17
100522,Franklin India Technology Fund-Growth,126.4218,4-Dec-17
100522,Franklin India Technology Fund-Growth,126.5656,5-Dec-17
100522,Franklin India Technology Fund-Growth,127.1911,6-Dec-17
100522,Franklin India Technology Fund-Growth,128.2141,7-Dec-17
100522,Franklin India Technology Fund-Growth,128.1878,8-Dec-17
100522,Franklin India Technology Fund-Growth,129.2488,11-Dec-17
100522,Franklin India Technology Fund-Growth,129.1461,12-Dec-17
100522,Franklin India Technology Fund-Growth,128.7651,13-Dec-17
100522,Franklin India Technology Fund-Growth,129.2411,14-Dec-17
100522,Franklin India Technology Fund-Growth,129.1321,15-Dec-17
100522,Franklin India Technology Fund-Growth,129.5169,18-Dec-17
100522,Franklin India Technology Fund-Growth,129.1633,19-Dec-17
100522,Franklin India Technology Fund-Growth,129.2466,20-Dec-17
100522,Franklin India Technology Fund-Growth,130.1418,21-Dec-17
100522,Franklin India Technology Fund-Growth,130.9929,22-Dec-17
100522,Franklin India Technology Fund-Growth,130.6151,26-Dec-17
100522,Franklin India Technology Fund-Growth,130.8594,27-Dec-17
100522,Franklin India Technology Fund-Growth,131.1243,28-Dec-17
100522,Franklin India Technology Fund-Growth,132.0424,29-Dec-17
100522,Franklin India Technology Fund-Growth,131.2117,1-Jan-18
100522,Franklin India Technology Fund-Growth,131.928,2-Jan-18
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,17.8338,1-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,17.8662,4-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,17.8555,5-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,17.7099,6-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,17.8373,7-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,17.9597,8-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,18.0102,11-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,17.8486,12-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,17.8161,13-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,17.8117,14-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,17.9756,15-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,18.0641,18-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,18.1967,19-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,18.2621,20-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,18.297,21-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,18.3659,22-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,18.4051,26-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,18.3951,27-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,18.4232,28-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,18.4529,29-Dec-17
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,18.4009,1-Jan-18
118526,Templeton India EQUITY INCOME FUND - Direct - Dividend,18.4684,2-Jan-18
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,47.959,1-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,48.0464,4-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,48.0178,5-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,47.6263,6-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,47.969,7-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,48.2983,8-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,48.4341,11-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,47.9996,12-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,47.9124,13-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,47.9006,14-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,48.3413,15-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,48.5795,18-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,48.9364,19-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,49.1122,20-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,49.2061,21-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,49.3915,22-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,49.4973,26-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,49.4703,27-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,49.546,28-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,49.626,29-Dec-17
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,49.4864,1-Jan-18
118527,Templeton India EQUITY INCOME FUND - Direct - Growth,49.6678,2-Jan-18
103679,Templeton India Equity Income Fund-Dividend Plan,17.2128,1-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.2434,4-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.2328,5-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.092,6-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.2148,7-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.3327,8-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.3806,11-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.2243,12-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.1928,13-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.1883,14-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.3461,15-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.4308,18-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.5586,19-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.6214,20-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.6547,21-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.7209,22-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.7578,26-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.7477,27-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.7746,28-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.803,29-Dec-17
103679,Templeton India Equity Income Fund-Dividend Plan,17.7521,1-Jan-18
103679,Templeton India Equity Income Fund-Dividend Plan,17.8169,2-Jan-18
103678,Templeton India Equity Income Fund-Growth Plan,46.5583,1-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,46.641,4-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,46.6125,5-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,46.2316,6-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,46.5636,7-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,46.8825,8-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,47.0121,11-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,46.5895,12-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,46.5042,13-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,46.492,14-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,46.919,15-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,47.148,18-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,47.4936,19-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,47.6635,20-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,47.7537,21-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,47.9328,22-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,48.0324,26-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,48.0053,27-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,48.0779,28-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,48.1548,29-Dec-17
103678,Templeton India Equity Income Fund-Growth Plan,48.017,1-Jan-18
103678,Templeton India Equity Income Fund-Growth Plan,48.1923,2-Jan-18
118494,Templeton India Growth Fund - Direct - Growth,278.0849,1-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,278.1802,4-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,278.5258,5-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,277.3174,6-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,279.6,7-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,282.4791,8-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,282.4664,11-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,280.1001,12-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,278.844,13-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,278.9435,14-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,282.927,15-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,283.8067,18-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,286.1364,19-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,286.8558,20-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,287.3509,21-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,287.6283,22-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,288.1982,26-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,287.7714,27-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,288.1874,28-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,288.6063,29-Dec-17
118494,Templeton India Growth Fund - Direct - Growth,287.7887,1-Jan-18
118494,Templeton India Growth Fund - Direct - Growth,287.8785,2-Jan-18
118493,Templeton India Growth Fund-Direct - Dividend,81.0209,1-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,81.0485,4-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,81.1491,5-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,80.7969,6-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,81.4618,7-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,82.3006,8-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,82.2966,11-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,81.6071,12-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,81.2411,13-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,81.27,14-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,82.4305,15-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,76.1865,18-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,76.8119,19-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,77.0049,20-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,77.1377,21-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,77.2121,22-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,77.3648,26-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,77.2501,27-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,77.3617,28-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,77.4741,29-Dec-17
118493,Templeton India Growth Fund-Direct - Dividend,77.2544,1-Jan-18
118493,Templeton India Growth Fund-Direct - Dividend,77.2784,2-Jan-18
100497,Templeton India Growth Fund-Dividend Plan,78.0246,1-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,78.0466,4-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,78.1419,5-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,77.8012,6-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,78.4399,7-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,79.2457,8-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,79.2373,11-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,78.5716,12-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,78.2176,13-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,78.2439,14-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,79.3595,15-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,73.1012,18-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,73.6992,19-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,73.8825,20-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,74.008,21-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,74.0774,22-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,74.216,26-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,74.104,27-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,74.2096,28-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,74.3155,29-Dec-17
100497,Templeton India Growth Fund-Dividend Plan,74.1005,1-Jan-18
100497,Templeton India Growth Fund-Dividend Plan,74.1219,2-Jan-18
100496,Templeton India Growth Fund-Growth Plan,269.0573,1-Dec-17
100496,Templeton India Growth Fund-Growth Plan,269.1329,4-Dec-17
100496,Templeton India Growth Fund-Growth Plan,269.4618,5-Dec-17
100496,Templeton India Growth Fund-Growth Plan,268.2867,6-Dec-17
100496,Templeton India Growth Fund-Growth Plan,270.4893,7-Dec-17
100496,Templeton India Growth Fund-Growth Plan,273.2679,8-Dec-17
100496,Templeton India Growth Fund-Growth Plan,273.2389,11-Dec-17
100496,Templeton India Growth Fund-Growth Plan,270.9433,12-Dec-17
100496,Templeton India Growth Fund-Growth Plan,269.7226,13-Dec-17
100496,Templeton India Growth Fund-Growth Plan,269.8135,14-Dec-17
100496,Templeton India Growth Fund-Growth Plan,273.6603,15-Dec-17
100496,Templeton India Growth Fund-Growth Plan,274.4938,18-Dec-17
100496,Templeton India Growth Fund-Growth Plan,276.7394,19-Dec-17
100496,Templeton India Growth Fund-Growth Plan,277.4275,20-Dec-17
100496,Templeton India Growth Fund-Growth Plan,277.8987,21-Dec-17
100496,Templeton India Growth Fund-Growth Plan,278.1594,22-Dec-17
100496,Templeton India Growth Fund-Growth Plan,278.6798,26-Dec-17
100496,Templeton India Growth Fund-Growth Plan,278.2594,27-Dec-17
100496,Templeton India Growth Fund-Growth Plan,278.6557,28-Dec-17
100496,Templeton India Growth Fund-Growth Plan,279.0536,29-Dec-17
100496,Templeton India Growth Fund-Growth Plan,278.2463,1-Jan-18
100496,Templeton India Growth Fund-Growth Plan,278.3267,2-Jan-18
118547,Franklin India BALANCED FUND - Direct - Dividend,24.6373,1-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,24.6374,4-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,24.6347,5-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,24.5168,6-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,24.775,7-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,24.9354,8-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,24.987,11-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,24.8646,12-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,24.7882,13-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,24.8935,14-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,25.0344,15-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,25.1222,18-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,25.2909,19-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,25.2657,20-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,25.2465,21-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,25.3301,22-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,25.3559,26-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,25.3192,27-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,25.2475,28-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,25.3791,29-Dec-17
118547,Franklin India BALANCED FUND - Direct - Dividend,25.2712,1-Jan-18
118547,Franklin India BALANCED FUND - Direct - Dividend,25.2573,2-Jan-18
118546,Franklin India BALANCED FUND - Direct - Growth,120.0837,1-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,120.0843,4-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,120.0709,5-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,119.4965,6-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,120.7551,7-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,121.5368,8-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,121.7884,11-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,121.1919,12-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,120.8192,13-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,121.3325,14-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,122.0194,15-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,122.4473,18-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,123.2699,19-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,123.1468,20-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,123.0532,21-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,123.4609,22-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,123.5867,26-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,123.4075,27-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,123.0584,28-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,123.6998,29-Dec-17
118546,Franklin India BALANCED FUND - Direct - Growth,123.1738,1-Jan-18
118546,Franklin India BALANCED FUND - Direct - Growth,123.1063,2-Jan-18
100549,Franklin India Balanced Fund-Dividend Plan,23.1858,1-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.1837,4-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.1803,5-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.0686,6-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.3108,7-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.4608,8-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.5071,11-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.3911,12-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.3184,13-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.4167,14-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.5484,15-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.6288,18-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.7867,19-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.762,20-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.7429,21-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.8205,22-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.841,26-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.8054,27-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.7372,28-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.8599,29-Dec-17
100549,Franklin India Balanced Fund-Dividend Plan,23.7558,1-Jan-18
100549,Franklin India Balanced Fund-Dividend Plan,23.7419,2-Jan-18
100550,Franklin India Balanced Fund-Growth Plan,114.0033,1-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,113.9931,4-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,113.9762,5-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,113.4271,6-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,114.6179,7-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,115.3554,8-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,115.5832,11-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,115.0128,12-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,114.6551,13-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,115.1386,14-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,115.7864,15-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,116.1813,18-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,116.9581,19-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,116.8362,20-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,116.7423,21-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,117.1241,22-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,117.2248,26-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,117.05,27-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,116.7145,28-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,117.3179,29-Dec-17
100550,Franklin India Balanced Fund-Growth Plan,116.8061,1-Jan-18
100550,Franklin India Balanced Fund-Growth Plan,116.7374,2-Jan-18
118507,Franklin India Cash Management Account - Direct - Dividend,10.0104,3-Dec-17
118507,Franklin India Cash Management Account - Direct - Dividend,10.0104,4-Dec-17
118507,Franklin India Cash Management Account - Direct - Dividend,10.0104,5-Dec-17
118507,Franklin India Cash Management Account - Direct - Dividend,10.0105,6-Dec-17
118507,Franklin India Cash Management Account - Direct - Dividend,10.0105,7-Dec-17
118507,Franklin India Cash Management Account - Direct - Dividend,10.0105,8-Dec-17
118507,Franklin India Cash Management Account - Direct - Dividend,10.0105,10-Dec-17
118507,Franklin India Cash Management Account - Direct - Dividend,10.0105,11-Dec-17
118507,Franklin India Cash Management Account - Direct - Dividend,10.0106,12-Dec-17
118507,Franklin India Cash Management Account - Direct - Dividend,10.0106,13-Dec-17
118507,Franklin India Cash Management Account - Direct - Dividend,10.0106,14-Dec-17
118507,Franklin India Cash Management Account - Direct - Dividend,10.0106,15-Dec-17
118507,Franklin India Cash Management Account - Direct - Dividend,10.0106,17-Dec-17
118507,Franklin India Cash Management Account - Direct - Dividend,10.0106,18-Dec-17
